account_id,year_month_str,spending_debit,income_credit,interest_credit,debit_count,credit_count,total_trans_count,ending_balance,spending_hh,spending_st,spending_in,spending_lo,spending_io,spending_other,last_trans_id,last_trans_date
1,2017-05,363.65999999999997,373.31,0.0,3,2,5,1262.57,245.2,1.46,0.0,0.0,0.0,117.0,3530463,2017-05-31
1,2017-06,246.66,373.41999999999996,0.0,2,2,4,1389.33,245.2,1.46,0.0,0.0,0.0,0.0,3530464,2017-06-30
1,2017-07,246.66,524.31,0.0,2,3,5,1666.98,245.2,1.46,0.0,0.0,0.0,0.0,3530465,2017-07-31
1,2017-08,453.65999999999997,374.60999999999996,0.0,4,2,6,1587.93,245.2,1.46,0.0,0.0,0.0,207.0,3530466,2017-08-31
1,2017-09,285.65999999999997,374.4,0.0,3,2,5,1676.66,245.2,1.46,0.0,0.0,0.0,39.0,3530467,2017-09-30
1,2017-10,246.66,375.14,0.0,2,2,4,1805.14,245.2,1.46,0.0,0.0,0.0,0.0,3530468,2017-10-31
1,2017-11,356.65999999999997,375.14,0.0,3,2,5,1823.63,245.2,1.46,0.0,0.0,0.0,110.0,3530469,2017-11-30
1,2017-12,716.66,374.06,0.0,3,2,5,1481.03,245.2,1.46,0.0,0.0,0.0,470.0,3530470,2017-12-31
1,2018-01,535.66,373.48999999999995,0.0,8,2,10,1318.86,245.2,1.46,0.0,0.0,0.0,289.0,3530471,2018-01-31
1,2018-02,246.66,423.53,0.0,2,3,5,1495.72,245.2,1.46,0.0,0.0,0.0,0.0,3530472,2018-02-28
1,2018-03,327.65999999999997,374.2,0.0,3,2,5,1542.27,245.2,1.46,0.0,0.0,0.0,81.0,3530473,2018-03-31
1,2018-04,369.65999999999997,373.89,0.0,4,2,6,1546.5,245.2,1.46,0.0,0.0,0.0,123.0,3530474,2018-04-30
1,2018-05,246.66,374.57,0.0,2,2,4,1674.41,245.2,1.46,0.0,0.0,0.0,0.0,3530475,2018-05-31
1,2018-06,291.65999999999997,375.04999999999995,0.0,3,2,5,1757.8,245.2,1.46,0.0,0.0,0.0,45.0,3530476,2018-06-30
1,2018-07,246.66,375.44,0.0,2,2,4,1886.58,245.2,1.46,0.0,0.0,0.0,0.0,3530477,2018-07-31
1,2018-08,273.65999999999997,375.60999999999996,0.0,3,2,5,1988.54,245.2,1.46,0.0,0.0,0.0,27.0,3530478,2018-08-31
1,2018-09,896.66,373.77,0.0,3,2,5,1465.65,245.2,1.46,0.0,0.0,0.0,650.0,3530479,2018-09-30
1,2018-10,246.66,374.21,0.0,2,2,4,1593.2,245.2,1.46,0.0,0.0,0.0,0.0,3530480,2018-10-31
1,2018-11,297.65999999999997,374.60999999999996,0.0,3,2,5,1670.15,245.2,1.46,0.0,0.0,0.0,51.0,3530481,2018-11-30
1,2018-12,695.2,373.15999999999997,0.0,2,2,4,1346.65,245.2,0.0,0.0,0.0,0.0,450.0,3530482,2018-12-31
2,2013-02,0.0,110.0,0.0,0,1,1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,276,2013-02-26
2,2013-03,0.0,2394.95,0.0,0,3,3,2504.95,0.0,0.0,0.0,0.0,0.0,0.0,3530483,2013-03-31
2,2013-04,1100.0,2034.55,0.0,1,2,3,3439.49,0.0,0.0,0.0,0.0,0.0,1100.0,3530484,2013-04-30
2,2013-05,1760.0,2038.07,0.0,1,2,3,3717.56,0.0,0.0,0.0,0.0,0.0,1760.0,3530485,2013-05-31
2,2013-06,2240.0,3051.39,0.0,1,2,3,4528.95,0.0,0.0,0.0,0.0,0.0,2240.0,3530486,2013-06-30
2,2013-07,1351.46,2043.8999999999999,1314.5,3,2,6,3908.35,0.0,1.46,0.0,0.0,0.0,1350.0,3530487,2013-07-31
2,2013-08,1118.06,2038.9499999999998,2128.6,4,2,7,2700.64,726.6,1.46,0.0,0.0,0.0,390.0,3530488,2013-08-31
2,2013-09,2558.06,2036.28,0.0,5,2,7,2178.86,726.6,1.46,0.0,0.0,0.0,1830.0,3530489,2013-09-30
2,2013-10,1428.06,2033.6999999999998,0.0,4,2,6,2784.5,726.6,1.46,0.0,0.0,0.0,700.0,3530490,2013-10-31
2,2013-11,1638.06,2037.51,0.0,4,2,6,3183.95,726.6,1.46,0.0,0.0,0.0,910.0,3530491,2013-11-30
2,2013-12,2108.06,3049.23,1339.6,6,2,9,2785.52,726.6,1.46,0.0,0.0,0.0,1380.0,3530492,2013-12-31
2,2014-01,2815.33,2035.1399999999999,0.0,8,2,10,2005.33,726.6,1.46,0.0,337.27,0.0,1750.0,3530493,2014-01-31
2,2014-02,1415.33,2034.4199999999998,0.0,4,2,6,2624.42,726.6,1.46,0.0,337.27,0.0,350.0,3530494,2014-02-28
2,2014-03,1555.33,2036.52,0.0,4,2,6,3105.61,726.6,1.46,0.0,337.27,0.0,490.0,3530495,2014-03-31
2,2014-04,1825.33,2038.59,0.0,4,2,6,3318.88,726.6,1.46,0.0,337.27,0.0,760.0,3530496,2014-04-30
2,2014-05,3325.33,2037.25,0.0,6,2,8,2030.8,726.6,1.46,0.0,337.27,0.0,2260.0,3530497,2014-05-31
2,2014-06,2145.33,3047.98,0.0,5,2,7,2933.46,726.6,1.46,0.0,337.27,0.0,1080.0,3530498,2014-06-30
2,2014-07,1875.33,2035.74,0.0,5,2,7,3093.87,726.6,1.46,0.0,337.27,0.0,810.0,3530499,2014-07-31
2,2014-08,1845.33,2037.87,0.0,5,2,7,3286.41,726.6,1.46,0.0,337.27,0.0,780.0,3530500,2014-08-31
2,2014-09,1545.33,2037.5,1204.1,4,2,7,2574.49,726.6,1.46,0.0,337.27,0.0,480.0,3530501,2014-09-30
2,2014-10,1405.33,2036.62,0.0,4,2,6,3205.78,726.6,1.46,0.0,337.27,0.0,340.0,3530502,2014-10-31
2,2014-11,2135.33,2037.4199999999998,0.0,5,2,7,3107.88,726.6,1.46,0.0,337.27,0.0,1070.0,3530503,2014-11-30
2,2014-12,2865.33,3050.27,0.0,6,2,8,3292.82,726.6,1.46,0.0,337.27,0.0,1800.0,3530504,2014-12-31
2,2015-01,3285.33,2035.4399999999998,0.0,8,2,10,2042.94,726.6,1.46,0.0,337.27,0.0,2220.0,3530505,2015-01-31
2,2015-02,1335.33,2104.61,0.0,4,3,7,2812.22,726.6,1.46,0.0,337.27,0.0,270.0,3530506,2015-02-28
2,2015-03,1485.33,2037.08,0.0,4,2,6,3363.97,726.6,1.46,0.0,337.27,0.0,420.0,3530507,2015-03-31
2,2015-04,1425.33,2038.24,1382.6,4,2,9,3106.18,726.6,1.46,0.0,337.27,0.0,360.0,3530508,2015-04-30
2,2015-05,2325.33,2035.82,0.0,5,2,7,2304.77,726.6,1.46,0.0,337.27,0.0,1260.0,3530509,2015-05-31
2,2015-06,1325.33,3049.71,367.2,4,2,7,3661.96,726.6,1.46,0.0,337.27,0.0,260.0,3530510,2015-06-30
2,2015-07,1905.33,2039.77,0.0,4,2,6,3796.4,726.6,1.46,0.0,337.27,0.0,840.0,3530511,2015-07-31
2,2015-08,1755.33,2036.58,1948.0,4,2,7,2129.65,726.6,1.46,0.0,337.27,0.0,690.0,3530512,2015-08-31
2,2015-09,1225.33,2034.57,0.0,4,2,6,2938.89,726.6,1.46,0.0,337.27,0.0,160.0,3530513,2015-09-30
2,2015-10,1355.33,2035.78,933.6,4,2,7,2685.75,726.6,1.46,0.0,337.27,0.0,290.0,3530514,2015-10-31
2,2015-11,1215.33,2036.9299999999998,0.0,4,2,6,3507.35,726.6,1.46,0.0,337.27,0.0,150.0,3530515,2015-11-30
2,2015-12,2615.33,3051.65,0.0,5,2,7,3943.67,726.6,1.46,0.0,337.27,0.0,1550.0,3530516,2015-12-31
2,2016-01,3718.06,2053.61,0.0,7,3,10,2279.22,726.6,1.46,0.0,0.0,0.0,2990.0,3530517,2016-01-31
2,2016-02,1078.06,2617.14,0.0,3,3,6,3818.3,726.6,1.46,0.0,0.0,0.0,350.0,3530518,2016-02-29
2,2016-03,1988.06,2042.23,0.0,4,2,6,3872.47,726.6,1.46,0.0,0.0,0.0,1260.0,3530519,2016-03-31
2,2016-04,1348.06,2040.31,2274.5,4,2,7,2290.22,726.6,1.46,0.0,0.0,0.0,620.0,3530520,2016-04-30
2,2016-05,1728.06,2706.18,847.7,4,3,8,3268.34,726.6,1.46,0.0,0.0,0.0,1000.0,3530521,2016-05-31
2,2016-06,1018.0600000000001,3801.89,0.0,3,3,6,5204.47,726.6,1.46,0.0,0.0,0.0,290.0,3530522,2016-06-30
2,2016-07,1568.06,2043.61,2164.4,4,2,8,3515.63,726.6,1.46,0.0,0.0,0.0,840.0,3530523,2016-07-31
2,2016-08,1078.06,2040.3999999999999,0.0,4,2,6,4477.96,726.6,1.46,0.0,0.0,0.0,350.0,3530524,2016-08-31
2,2016-09,1288.06,2039.6399999999999,1964.1,4,2,7,3265.45,726.6,1.46,0.0,0.0,0.0,560.0,3530525,2016-09-30
2,2016-10,1078.06,2370.74,0.0,3,3,6,4558.13,726.6,1.46,0.0,0.0,0.0,350.0,3530526,2016-10-31
2,2016-11,1648.06,2042.79,0.0,5,2,7,4952.86,726.6,1.46,0.0,0.0,0.0,920.0,3530527,2016-11-30
2,2016-12,2668.06,3055.75,0.0,6,2,8,5340.55,726.6,1.46,0.0,0.0,0.0,1940.0,3530528,2016-12-31
2,2017-01,4398.0599999999995,2039.28,0.0,9,2,11,2981.77,726.6,1.46,0.0,0.0,0.0,3670.0,3530529,2017-01-31
2,2017-02,1728.06,2648.69,0.0,5,3,8,3902.4,726.6,1.46,0.0,0.0,0.0,1000.0,3530530,2017-02-28
2,2017-03,868.0600000000001,2040.84,552.4,3,2,6,4522.78,726.6,1.46,0.0,0.0,0.0,140.0,3530531,2017-03-31
2,2017-04,1218.06,2043.73,0.0,4,2,6,5348.45,726.6,1.46,0.0,0.0,0.0,490.0,3530532,2017-04-30
2,2017-05,1398.06,2046.07,273.6,4,2,7,5722.86,726.6,1.46,0.0,0.0,0.0,670.0,3530533,2017-05-31
2,2017-06,6028.06,3051.23,0.0,5,2,7,2746.02,726.6,1.46,0.0,0.0,0.0,5300.0,3530534,2017-06-30
2,2017-07,988.0600000000001,3060.79,0.0,3,3,6,4818.75,726.6,1.46,0.0,0.0,0.0,260.0,3530535,2017-07-31
2,2017-08,1968.06,2041.9299999999998,516.6,5,2,8,4376.02,726.6,1.46,0.0,0.0,0.0,1240.0,3530536,2017-08-31
2,2017-09,1208.06,2042.73,0.0,4,2,6,5210.69,726.6,1.46,0.0,0.0,0.0,480.0,3530537,2017-09-30
2,2017-10,2088.06,2043.32,0.0,4,2,6,5165.95,726.6,1.46,0.0,0.0,0.0,1360.0,3530538,2017-10-31
2,2017-11,2028.06,2043.06,0.0,4,2,6,5180.95,726.6,1.46,0.0,0.0,0.0,1300.0,3530539,2017-11-30
2,2017-12,2848.06,3056.13,0.0,5,2,7,5389.02,726.6,1.46,0.0,0.0,0.0,2120.0,3530540,2017-12-31
2,2018-01,4378.0599999999995,2168.67,0.0,8,3,11,3179.63,726.6,1.46,0.0,0.0,0.0,3650.0,3530541,2018-01-31
2,2018-02,1128.06,2037.54,0.0,3,2,5,4089.1,726.6,1.46,0.0,0.0,0.0,400.0,3530542,2018-02-28
2,2018-03,1408.06,2038.05,1811.9,4,2,7,2907.19,726.6,1.46,0.0,0.0,0.0,680.0,3530543,2018-03-31
2,2018-04,1068.06,2218.17,0.0,3,3,6,4057.3,726.6,1.46,0.0,0.0,0.0,340.0,3530544,2018-04-30
2,2018-05,2418.06,2038.99,0.0,5,2,7,4328.23,726.6,1.46,0.0,0.0,0.0,1690.0,3530545,2018-05-31
2,2018-06,1878.06,3055.46,0.0,4,2,6,5655.62,726.6,1.46,0.0,0.0,0.0,1150.0,3530546,2018-06-30
2,2018-07,1868.06,2045.29,0.0,4,2,6,5032.85,726.6,1.46,0.0,0.0,0.0,1140.0,3530547,2018-07-31
2,2018-08,2368.06,2043.04,419.8,5,2,8,4288.03,726.6,1.46,0.0,0.0,0.0,1640.0,3530548,2018-08-31
2,2018-09,1928.06,2043.05,0.0,4,2,6,4403.01,726.6,1.46,0.0,0.0,0.0,1200.0,3530549,2018-09-30
2,2018-10,1838.06,2043.02,0.0,4,2,6,4607.97,726.6,1.46,0.0,0.0,0.0,1110.0,3530550,2018-10-31
2,2018-11,2688.06,2040.8799999999999,301.0,7,2,10,3659.79,726.6,1.46,0.0,0.0,0.0,1960.0,3530551,2018-11-30
2,2018-12,2446.6,3051.07,0.0,5,2,7,4262.81,726.6,0.0,0.0,0.0,0.0,1720.0,3530552,2018-12-31
3,2017-07,0.0,852.6,0.0,0,3,3,852.6,0.0,0.0,0.0,0.0,0.0,0.0,3530553,2017-07-31
3,2017-08,0.0,1538.07,0.0,0,3,3,2390.67,0.0,0.0,0.0,0.0,0.0,0.0,3530554,2017-08-31
3,2017-09,240.0,761.57,0.0,1,2,3,2912.23,0.0,0.0,0.0,0.0,0.0,240.0,3530555,2017-09-30
3,2017-10,690.0,762.49,0.0,1,2,3,2984.72,0.0,0.0,0.0,0.0,0.0,690.0,3530556,2017-10-31
3,2017-11,741.46,762.6500000000001,0.0,2,2,4,3007.37,0.0,1.46,0.0,0.0,0.0,740.0,3530557,2017-11-30
3,2017-12,1467.56,1136.59,0.0,7,2,9,2676.4,113.5,1.46,353.9,0.0,0.0,998.7,3530558,2017-12-31
3,2018-01,2193.56,758.07,0.0,11,2,13,1240.91,113.5,1.46,353.9,0.0,0.0,1724.7,3530559,2018-01-31
3,2018-02,501.55999999999995,775.8900000000001,0.0,4,3,7,1515.24,113.5,1.46,353.9,0.0,0.0,32.7,3530560,2018-02-28
3,2018-03,501.55999999999995,1318.98,0.0,4,3,7,2332.66,113.5,1.46,353.9,0.0,0.0,32.7,3530561,2018-03-31
3,2018-04,813.56,860.37,0.0,5,3,8,2379.46,113.5,1.46,353.9,0.0,0.0,344.7,3530562,2018-04-30
3,2018-05,581.56,760.34,0.0,5,2,7,2558.24,113.5,1.46,353.9,0.0,0.0,112.7,3530563,2018-05-31
3,2018-06,941.56,1135.96,0.0,5,2,7,2752.64,113.5,1.46,353.9,0.0,0.0,472.7,3530564,2018-06-30
3,2018-07,501.55999999999995,862.5200000000001,0.0,4,3,7,3113.6,113.5,1.46,353.9,0.0,0.0,32.7,3530565,2018-07-31
3,2018-08,521.56,813.85,0.0,5,3,8,3425.89,113.5,1.46,353.9,0.0,0.0,52.7,3530566,2018-08-31
3,2018-09,501.55999999999995,954.9100000000001,0.0,4,3,7,3669.24,113.5,1.46,353.9,0.0,0.0,32.7,3530567,2018-09-30
3,2018-10,501.55999999999995,916.83,0.0,4,3,7,4274.51,113.5,1.46,353.9,0.0,0.0,32.7,3530568,2018-10-31
3,2018-11,741.56,1187.95,0.0,5,3,8,4720.91,113.5,1.46,353.9,0.0,0.0,272.7,3530569,2018-11-30
3,2018-12,756.0999999999999,1146.26,0.0,4,2,6,5109.61,113.5,0.0,353.9,0.0,0.0,288.7,3530570,2018-12-31
4,2016-02,0.0,80.0,0.0,0,1,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1017,2016-02-21
4,2016-03,0.0,555.3,0.0,0,1,1,635.3,0.0,0.0,0.0,0.0,0.0,0.0,1020,2016-03-11
4,2016-04,0.0,555.3,0.0,0,1,1,1190.6,0.0,0.0,0.0,0.0,0.0,0.0,1021,2016-04-11
4,2016-05,0.0,555.3,0.0,0,1,1,1745.9,0.0,0.0,0.0,0.0,0.0,0.0,1022,2016-05-11
4,2016-06,0.0,555.3,0.0,0,1,1,2301.2,0.0,0.0,0.0,0.0,0.0,0.0,1023,2016-06-11
4,2016-07,319.96,561.9599999999999,0.0,3,2,5,2544.66,0.0,1.46,0.0,0.0,0.0,318.5,3530571,2016-07-31
4,2016-08,747.76,565.8299999999999,0.0,4,2,6,2362.73,207.8,1.46,0.0,0.0,0.0,538.5,3530572,2016-08-31
4,2016-09,667.76,565.1899999999999,0.0,4,2,6,2260.16,207.8,1.46,0.0,0.0,0.0,458.5,3530573,2016-09-30
4,2016-10,337.76,565.3599999999999,0.0,3,2,5,2487.76,207.8,1.46,0.0,0.0,0.0,128.5,3530574,2016-10-31
4,2016-11,337.76,566.3,0.0,3,2,5,2716.31,207.8,1.46,0.0,0.0,0.0,128.5,3530575,2016-11-30
4,2016-12,786.76,566.2099999999999,0.0,5,2,7,2495.76,207.8,1.46,0.0,0.0,0.0,577.5,3530576,2016-12-31
4,2017-01,1460.76,564.18,0.0,10,2,12,1599.18,207.8,1.46,0.0,0.0,0.0,1251.5,3530577,2017-01-31
4,2017-02,337.76,562.5799999999999,0.0,3,2,5,1824.0,207.8,1.46,0.0,0.0,0.0,128.5,3530578,2017-02-28
4,2017-03,513.76,563.16,0.0,4,2,6,1873.41,207.8,1.46,0.0,0.0,0.0,304.5,3530579,2017-03-31
4,2017-04,337.76,563.74,0.0,3,2,5,2099.38,207.8,1.46,0.0,0.0,0.0,128.5,3530580,2017-04-30
4,2017-05,569.76,564.54,0.0,5,2,7,2094.16,207.8,1.46,0.0,0.0,0.0,360.5,3530581,2017-05-31
4,2017-06,862.76,562.6899999999999,0.0,4,2,6,1794.09,207.8,1.46,0.0,0.0,0.0,653.5,3530582,2017-06-30
4,2017-07,337.76,563.41,0.0,3,2,5,2019.74,207.8,1.46,0.0,0.0,0.0,128.5,3530583,2017-07-31
4,2017-08,637.76,563.62,0.0,4,2,6,1945.61,207.8,1.46,0.0,0.0,0.0,428.5,3530584,2017-08-31
4,2017-09,527.76,564.0,0.0,4,2,6,1981.85,207.8,1.46,0.0,0.0,0.0,318.5,3530585,2017-09-30
4,2017-10,467.76,563.8499999999999,0.0,4,2,6,2077.95,207.8,1.46,0.0,0.0,0.0,258.5,3530586,2017-10-31
4,2017-11,401.76,564.2099999999999,0.0,4,2,6,2240.39,207.8,1.46,0.0,0.0,0.0,192.5,3530587,2017-11-30
4,2017-12,815.76,564.5,0.0,6,2,8,1989.13,207.8,1.46,0.0,0.0,0.0,606.5,3530588,2017-12-31
4,2018-01,1227.76,561.6999999999999,0.0,8,2,10,1323.07,207.8,1.46,0.0,0.0,0.0,1018.5,3530589,2018-01-31
4,2018-02,337.76,561.4,0.0,3,2,5,1546.71,207.8,1.46,0.0,0.0,0.0,128.5,3530590,2018-02-28
4,2018-03,337.76,562.3599999999999,0.0,3,2,5,1771.31,207.8,1.46,0.0,0.0,0.0,128.5,3530591,2018-03-31
4,2018-04,417.76,563.0899999999999,0.0,4,2,6,1916.64,207.8,1.46,0.0,0.0,0.0,208.5,3530592,2018-04-30
4,2018-05,337.76,563.9,0.0,3,2,5,2142.78,207.8,1.46,0.0,0.0,0.0,128.5,3530593,2018-05-31
4,2018-06,465.76,564.3499999999999,0.0,5,2,7,2241.36,207.8,1.46,0.0,0.0,0.0,256.5,3530594,2018-06-30
4,2018-07,521.76,565.05,0.0,4,2,6,2284.65,207.8,1.46,0.0,0.0,0.0,312.5,3530595,2018-07-31
4,2018-08,337.76,565.42,0.0,3,2,5,2512.31,207.8,1.46,0.0,0.0,0.0,128.5,3530596,2018-08-31
4,2018-09,337.76,566.3599999999999,0.0,3,2,5,2740.9,207.8,1.46,0.0,0.0,0.0,128.5,3530597,2018-09-30
4,2018-10,337.76,567.31,0.0,3,2,5,2970.46,207.8,1.46,0.0,0.0,0.0,128.5,3530598,2018-10-31
4,2018-11,337.76,568.26,0.0,3,2,5,3200.96,207.8,1.46,0.0,0.0,0.0,128.5,3530599,2018-11-30
4,2018-12,396.3,568.87,0.0,3,2,5,3372.07,207.8,0.0,0.0,0.0,0.0,188.5,3530600,2018-12-31
5,2017-05,0.0,60.0,0.0,0,1,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,2017-05-30
5,2017-06,0.0,501.7,0.0,0,1,1,561.7,0.0,0.0,0.0,0.0,0.0,0.0,1243,2017-06-13
5,2017-07,0.0,501.7,0.0,0,1,1,1063.4,0.0,0.0,0.0,0.0,0.0,0.0,1244,2017-07-13
5,2017-08,0.0,501.7,0.0,0,1,1,1565.1,0.0,0.0,0.0,0.0,0.0,0.0,1245,2017-08-13
5,2017-09,0.0,501.7,0.0,0,1,1,2066.8,0.0,0.0,0.0,0.0,0.0,0.0,1246,2017-09-13
5,2017-10,1.46,502.05,0.0,1,2,3,2568.85,0.0,1.46,0.0,0.0,0.0,0.0,3530601,2017-10-31
5,2017-11,268.26,512.99,0.0,2,2,4,2813.57,266.8,1.46,0.0,0.0,0.0,0.0,3530602,2017-11-30
5,2017-12,569.26,513.25,0.0,4,2,6,2757.56,266.8,1.46,0.0,0.0,0.0,301.0,3530603,2017-12-31
5,2018-01,1060.26,511.77,0.0,8,2,10,2209.06,266.8,1.46,0.0,0.0,0.0,792.0,3530604,2018-01-31
5,2018-02,268.26,511.46,0.0,2,2,4,2452.26,266.8,1.46,0.0,0.0,0.0,0.0,3530605,2018-02-28
5,2018-03,348.26,512.45,0.0,3,2,5,2616.45,266.8,1.46,0.0,0.0,0.0,80.0,3530606,2018-03-31
5,2018-04,488.26,513.0,0.0,3,2,5,2641.18,266.8,1.46,0.0,0.0,0.0,220.0,3530607,2018-04-30
5,2018-05,508.26,513.0699999999999,0.0,3,2,5,2646.0,266.8,1.46,0.0,0.0,0.0,240.0,3530608,2018-05-31
5,2018-06,348.26,513.23,0.0,3,2,5,2810.96,266.8,1.46,0.0,0.0,0.0,80.0,3530609,2018-06-30
5,2018-07,678.26,513.56,0.0,3,2,5,2646.26,266.8,1.46,0.0,0.0,0.0,410.0,3530610,2018-07-31
5,2018-08,778.26,512.7,0.0,3,2,5,2380.7,266.8,1.46,0.0,0.0,0.0,510.0,3530611,2018-08-31
5,2018-09,402.26,511.95,0.0,4,2,6,2490.39,266.8,1.46,0.0,0.0,0.0,134.0,3530612,2018-09-30
5,2018-10,268.26,512.66,0.0,2,2,4,2734.79,266.8,1.46,0.0,0.0,0.0,0.0,3530613,2018-10-31
5,2018-11,278.26,513.65,0.0,3,2,5,2970.18,266.8,1.46,0.0,0.0,0.0,10.0,3530614,2018-11-30
5,2018-12,673.8,513.91,0.0,5,2,7,2808.83,266.8,0.0,0.0,0.0,0.0,407.0,3530615,2018-12-31
6,2014-09,0.0,90.0,0.0,0,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1356,2014-09-27
6,2014-10,0.0,666.9,0.0,0,1,1,756.9,0.0,0.0,0.0,0.0,0.0,0.0,1366,2014-10-11
6,2014-11,0.0,666.9,0.0,0,1,1,1423.8,0.0,0.0,0.0,0.0,0.0,0.0,1367,2014-11-11
6,2014-12,0.0,666.9,0.0,0,1,1,2090.7,0.0,0.0,0.0,0.0,0.0,0.0,1368,2014-12-11
6,2015-01,0.0,666.9,0.0,0,1,1,2757.6,0.0,0.0,0.0,0.0,0.0,0.0,1369,2015-01-11
6,2015-02,1044.86,673.93,0.0,5,2,7,2388.13,395.4,1.46,0.0,0.0,0.0,648.0,3530616,2015-02-28
6,2015-03,396.85999999999996,677.5699999999999,0.0,2,2,4,2668.84,395.4,1.46,0.0,0.0,0.0,0.0,3530617,2015-03-31
6,2015-04,396.85999999999996,678.73,0.0,2,2,4,2950.71,395.4,1.46,0.0,0.0,0.0,0.0,3530618,2015-04-30
6,2015-05,806.86,679.53,0.0,3,2,5,2823.39,395.4,1.46,0.0,0.0,0.0,410.0,3530619,2015-05-31
6,2015-06,786.86,678.38,0.0,3,2,5,2714.91,395.4,1.46,0.0,0.0,0.0,390.0,3530620,2015-06-30
6,2015-07,396.85999999999996,678.9399999999999,0.0,2,2,4,2996.99,395.4,1.46,0.0,0.0,0.0,0.0,3530621,2015-07-31
6,2015-08,566.86,679.9,0.0,3,2,5,3110.03,395.4,1.46,0.0,0.0,0.0,170.0,3530622,2015-08-31
6,2015-09,416.85999999999996,680.54,0.0,3,2,5,3373.71,395.4,1.46,0.0,0.0,0.0,20.0,3530623,2015-09-30
6,2015-10,796.86,681.53,0.0,4,2,6,3258.38,395.4,1.46,0.0,0.0,0.0,400.0,3530624,2015-10-31
